"","chr","start","end","meth.diff","strand","pvalue","qvalue","exon-start","exon-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"13193","NC_035788.1",65579241,65579241,-56.5455166913524,"+",7.70350530454232e-50,1.23996816190817e-46,65579066,65579757,65575879,65591870,"111115356",65575879,65591870,"XM_022454060.1","Q864U1","BRCA1_BOVIN",8e-28,"breast cancer type 1 susceptibility protein homolog","GO:0000724; GO:0003677; GO:0003713; GO:0004842; GO:0005634; GO:0005694; GO:0005737; GO:0005886; GO:0006357; GO:0006633; GO:0007049; GO:0008270; GO:0009048; GO:0031436; GO:0035066; GO:0035067; GO:0043009; GO:0045717; GO:0045893; GO:0045944; GO:0051865; GO:0070063; GO:0070531; GO:0071158; GO:0085020","cell cycle [GO:0007049]; chordate embryonic development [GO:0043009]; dosage compensation by inactivation of X chromosome [GO:0009048]; double-strand break repair via homologous recombination [GO:0000724]; fatty acid biosynthetic process [GO:0006633]; negative regulation of fatty acid biosynthetic process [GO:0045717]; negative regulation of histone acetylation [GO:0035067]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of histone acetylation [GO:0035066]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autoubiquitination [GO:0051865]; protein K6-linked ubiquitination [GO:0085020]; regulation of transcription by RNA polymerase II [GO:0006357]","BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; transcription coactivator activity [GO:0003713]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
"13194","NC_035788.1",65579241,65579241,-56.5455166913524,"+",7.70350530454232e-50,1.23996816190817e-46,65579066,65579757,65575879,65591870,"111115356",65575879,65591870,"XM_022454059.1","Q864U1","BRCA1_BOVIN",7e-28,"breast cancer type 1 susceptibility protein homolog","GO:0000724; GO:0003677; GO:0003713; GO:0004842; GO:0005634; GO:0005694; GO:0005737; GO:0005886; GO:0006357; GO:0006633; GO:0007049; GO:0008270; GO:0009048; GO:0031436; GO:0035066; GO:0035067; GO:0043009; GO:0045717; GO:0045893; GO:0045944; GO:0051865; GO:0070063; GO:0070531; GO:0071158; GO:0085020","cell cycle [GO:0007049]; chordate embryonic development [GO:0043009]; dosage compensation by inactivation of X chromosome [GO:0009048]; double-strand break repair via homologous recombination [GO:0000724]; fatty acid biosynthetic process [GO:0006633]; negative regulation of fatty acid biosynthetic process [GO:0045717]; negative regulation of histone acetylation [GO:0035067]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of histone acetylation [GO:0035066]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autoubiquitination [GO:0051865]; protein K6-linked ubiquitination [GO:0085020]; regulation of transcription by RNA polymerase II [GO:0006357]","BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; transcription coactivator activity [GO:0003713]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
"13195","NC_035788.1",65579241,65579241,-56.5455166913524,"+",7.70350530454232e-50,1.23996816190817e-46,65579066,65579757,65575879,65591870,"111115356",65575879,65591870,"XM_022454060.1","Q864U1","BRCA1_BOVIN",6e-16,"breast cancer type 1 susceptibility protein homolog","GO:0000724; GO:0003677; GO:0003713; GO:0004842; GO:0005634; GO:0005694; GO:0005737; GO:0005886; GO:0006357; GO:0006633; GO:0007049; GO:0008270; GO:0009048; GO:0031436; GO:0035066; GO:0035067; GO:0043009; GO:0045717; GO:0045893; GO:0045944; GO:0051865; GO:0070063; GO:0070531; GO:0071158; GO:0085020","cell cycle [GO:0007049]; chordate embryonic development [GO:0043009]; dosage compensation by inactivation of X chromosome [GO:0009048]; double-strand break repair via homologous recombination [GO:0000724]; fatty acid biosynthetic process [GO:0006633]; negative regulation of fatty acid biosynthetic process [GO:0045717]; negative regulation of histone acetylation [GO:0035067]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of histone acetylation [GO:0035066]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autoubiquitination [GO:0051865]; protein K6-linked ubiquitination [GO:0085020]; regulation of transcription by RNA polymerase II [GO:0006357]","BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; transcription coactivator activity [GO:0003713]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
"13196","NC_035788.1",65579241,65579241,-56.5455166913524,"+",7.70350530454232e-50,1.23996816190817e-46,65579066,65579757,65575879,65591870,"111115356",65575879,65591870,"XM_022454059.1","Q864U1","BRCA1_BOVIN",6e-16,"breast cancer type 1 susceptibility protein homolog","GO:0000724; GO:0003677; GO:0003713; GO:0004842; GO:0005634; GO:0005694; GO:0005737; GO:0005886; GO:0006357; GO:0006633; GO:0007049; GO:0008270; GO:0009048; GO:0031436; GO:0035066; GO:0035067; GO:0043009; GO:0045717; GO:0045893; GO:0045944; GO:0051865; GO:0070063; GO:0070531; GO:0071158; GO:0085020","cell cycle [GO:0007049]; chordate embryonic development [GO:0043009]; dosage compensation by inactivation of X chromosome [GO:0009048]; double-strand break repair via homologous recombination [GO:0000724]; fatty acid biosynthetic process [GO:0006633]; negative regulation of fatty acid biosynthetic process [GO:0045717]; negative regulation of histone acetylation [GO:0035067]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of histone acetylation [GO:0035066]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autoubiquitination [GO:0051865]; protein K6-linked ubiquitination [GO:0085020]; regulation of transcription by RNA polymerase II [GO:0006357]","BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; transcription coactivator activity [GO:0003713]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
"13197","NC_035788.1",65581768,65581768,-70.1393728222996,"+",5.04800573009293e-44,5.0783426983837e-41,65581615,65582110,65575879,65591870,"111115356",65575879,65591870,"XM_022454060.1","Q864U1","BRCA1_BOVIN",6e-16,"breast cancer type 1 susceptibility protein homolog","GO:0000724; GO:0003677; GO:0003713; GO:0004842; GO:0005634; GO:0005694; GO:0005737; GO:0005886; GO:0006357; GO:0006633; GO:0007049; GO:0008270; GO:0009048; GO:0031436; GO:0035066; GO:0035067; GO:0043009; GO:0045717; GO:0045893; GO:0045944; GO:0051865; GO:0070063; GO:0070531; GO:0071158; GO:0085020","cell cycle [GO:0007049]; chordate embryonic development [GO:0043009]; dosage compensation by inactivation of X chromosome [GO:0009048]; double-strand break repair via homologous recombination [GO:0000724]; fatty acid biosynthetic process [GO:0006633]; negative regulation of fatty acid biosynthetic process [GO:0045717]; negative regulation of histone acetylation [GO:0035067]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of histone acetylation [GO:0035066]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autoubiquitination [GO:0051865]; protein K6-linked ubiquitination [GO:0085020]; regulation of transcription by RNA polymerase II [GO:0006357]","BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; transcription coactivator activity [GO:0003713]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
"13198","NC_035788.1",65581768,65581768,-70.1393728222996,"+",5.04800573009293e-44,5.0783426983837e-41,65581615,65582110,65575879,65591870,"111115356",65575879,65591870,"XM_022454060.1","Q864U1","BRCA1_BOVIN",8e-28,"breast cancer type 1 susceptibility protein homolog","GO:0000724; GO:0003677; GO:0003713; GO:0004842; GO:0005634; GO:0005694; GO:0005737; GO:0005886; GO:0006357; GO:0006633; GO:0007049; GO:0008270; GO:0009048; GO:0031436; GO:0035066; GO:0035067; GO:0043009; GO:0045717; GO:0045893; GO:0045944; GO:0051865; GO:0070063; GO:0070531; GO:0071158; GO:0085020","cell cycle [GO:0007049]; chordate embryonic development [GO:0043009]; dosage compensation by inactivation of X chromosome [GO:0009048]; double-strand break repair via homologous recombination [GO:0000724]; fatty acid biosynthetic process [GO:0006633]; negative regulation of fatty acid biosynthetic process [GO:0045717]; negative regulation of histone acetylation [GO:0035067]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of histone acetylation [GO:0035066]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autoubiquitination [GO:0051865]; protein K6-linked ubiquitination [GO:0085020]; regulation of transcription by RNA polymerase II [GO:0006357]","BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; transcription coactivator activity [GO:0003713]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
"13199","NC_035788.1",65581768,65581768,-70.1393728222996,"+",5.04800573009293e-44,5.0783426983837e-41,65581615,65582110,65575879,65591870,"111115356",65575879,65591870,"XM_022454059.1","Q864U1","BRCA1_BOVIN",7e-28,"breast cancer type 1 susceptibility protein homolog","GO:0000724; GO:0003677; GO:0003713; GO:0004842; GO:0005634; GO:0005694; GO:0005737; GO:0005886; GO:0006357; GO:0006633; GO:0007049; GO:0008270; GO:0009048; GO:0031436; GO:0035066; GO:0035067; GO:0043009; GO:0045717; GO:0045893; GO:0045944; GO:0051865; GO:0070063; GO:0070531; GO:0071158; GO:0085020","cell cycle [GO:0007049]; chordate embryonic development [GO:0043009]; dosage compensation by inactivation of X chromosome [GO:0009048]; double-strand break repair via homologous recombination [GO:0000724]; fatty acid biosynthetic process [GO:0006633]; negative regulation of fatty acid biosynthetic process [GO:0045717]; negative regulation of histone acetylation [GO:0035067]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of histone acetylation [GO:0035066]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autoubiquitination [GO:0051865]; protein K6-linked ubiquitination [GO:0085020]; regulation of transcription by RNA polymerase II [GO:0006357]","BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; transcription coactivator activity [GO:0003713]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
"13200","NC_035788.1",65581768,65581768,-70.1393728222996,"+",5.04800573009293e-44,5.0783426983837e-41,65581615,65582110,65575879,65591870,"111115356",65575879,65591870,"XM_022454059.1","Q864U1","BRCA1_BOVIN",6e-16,"breast cancer type 1 susceptibility protein homolog","GO:0000724; GO:0003677; GO:0003713; GO:0004842; GO:0005634; GO:0005694; GO:0005737; GO:0005886; GO:0006357; GO:0006633; GO:0007049; GO:0008270; GO:0009048; GO:0031436; GO:0035066; GO:0035067; GO:0043009; GO:0045717; GO:0045893; GO:0045944; GO:0051865; GO:0070063; GO:0070531; GO:0071158; GO:0085020","cell cycle [GO:0007049]; chordate embryonic development [GO:0043009]; dosage compensation by inactivation of X chromosome [GO:0009048]; double-strand break repair via homologous recombination [GO:0000724]; fatty acid biosynthetic process [GO:0006633]; negative regulation of fatty acid biosynthetic process [GO:0045717]; negative regulation of histone acetylation [GO:0035067]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of histone acetylation [GO:0035066]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autoubiquitination [GO:0051865]; protein K6-linked ubiquitination [GO:0085020]; regulation of transcription by RNA polymerase II [GO:0006357]","BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; transcription coactivator activity [GO:0003713]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
"13201","NC_035788.1",65581768,65581768,-70.1393728222996,"+",5.04800573009293e-44,5.0783426983837e-41,65581615,65582113,65575879,65591870,"111115356",65575879,65591870,"XM_022454060.1","Q864U1","BRCA1_BOVIN",6e-16,"breast cancer type 1 susceptibility protein homolog","GO:0000724; GO:0003677; GO:0003713; GO:0004842; GO:0005634; GO:0005694; GO:0005737; GO:0005886; GO:0006357; GO:0006633; GO:0007049; GO:0008270; GO:0009048; GO:0031436; GO:0035066; GO:0035067; GO:0043009; GO:0045717; GO:0045893; GO:0045944; GO:0051865; GO:0070063; GO:0070531; GO:0071158; GO:0085020","cell cycle [GO:0007049]; chordate embryonic development [GO:0043009]; dosage compensation by inactivation of X chromosome [GO:0009048]; double-strand break repair via homologous recombination [GO:0000724]; fatty acid biosynthetic process [GO:0006633]; negative regulation of fatty acid biosynthetic process [GO:0045717]; negative regulation of histone acetylation [GO:0035067]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of histone acetylation [GO:0035066]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autoubiquitination [GO:0051865]; protein K6-linked ubiquitination [GO:0085020]; regulation of transcription by RNA polymerase II [GO:0006357]","BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; transcription coactivator activity [GO:0003713]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
"13202","NC_035788.1",65581768,65581768,-70.1393728222996,"+",5.04800573009293e-44,5.0783426983837e-41,65581615,65582113,65575879,65591870,"111115356",65575879,65591870,"XM_022454060.1","Q864U1","BRCA1_BOVIN",8e-28,"breast cancer type 1 susceptibility protein homolog","GO:0000724; GO:0003677; GO:0003713; GO:0004842; GO:0005634; GO:0005694; GO:0005737; GO:0005886; GO:0006357; GO:0006633; GO:0007049; GO:0008270; GO:0009048; GO:0031436; GO:0035066; GO:0035067; GO:0043009; GO:0045717; GO:0045893; GO:0045944; GO:0051865; GO:0070063; GO:0070531; GO:0071158; GO:0085020","cell cycle [GO:0007049]; chordate embryonic development [GO:0043009]; dosage compensation by inactivation of X chromosome [GO:0009048]; double-strand break repair via homologous recombination [GO:0000724]; fatty acid biosynthetic process [GO:0006633]; negative regulation of fatty acid biosynthetic process [GO:0045717]; negative regulation of histone acetylation [GO:0035067]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of histone acetylation [GO:0035066]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autoubiquitination [GO:0051865]; protein K6-linked ubiquitination [GO:0085020]; regulation of transcription by RNA polymerase II [GO:0006357]","BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; transcription coactivator activity [GO:0003713]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
"13203","NC_035788.1",65581768,65581768,-70.1393728222996,"+",5.04800573009293e-44,5.0783426983837e-41,65581615,65582113,65575879,65591870,"111115356",65575879,65591870,"XM_022454059.1","Q864U1","BRCA1_BOVIN",7e-28,"breast cancer type 1 susceptibility protein homolog","GO:0000724; GO:0003677; GO:0003713; GO:0004842; GO:0005634; GO:0005694; GO:0005737; GO:0005886; GO:0006357; GO:0006633; GO:0007049; GO:0008270; GO:0009048; GO:0031436; GO:0035066; GO:0035067; GO:0043009; GO:0045717; GO:0045893; GO:0045944; GO:0051865; GO:0070063; GO:0070531; GO:0071158; GO:0085020","cell cycle [GO:0007049]; chordate embryonic development [GO:0043009]; dosage compensation by inactivation of X chromosome [GO:0009048]; double-strand break repair via homologous recombination [GO:0000724]; fatty acid biosynthetic process [GO:0006633]; negative regulation of fatty acid biosynthetic process [GO:0045717]; negative regulation of histone acetylation [GO:0035067]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of histone acetylation [GO:0035066]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autoubiquitination [GO:0051865]; protein K6-linked ubiquitination [GO:0085020]; regulation of transcription by RNA polymerase II [GO:0006357]","BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; transcription coactivator activity [GO:0003713]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
"13204","NC_035788.1",65581768,65581768,-70.1393728222996,"+",5.04800573009293e-44,5.0783426983837e-41,65581615,65582113,65575879,65591870,"111115356",65575879,65591870,"XM_022454059.1","Q864U1","BRCA1_BOVIN",6e-16,"breast cancer type 1 susceptibility protein homolog","GO:0000724; GO:0003677; GO:0003713; GO:0004842; GO:0005634; GO:0005694; GO:0005737; GO:0005886; GO:0006357; GO:0006633; GO:0007049; GO:0008270; GO:0009048; GO:0031436; GO:0035066; GO:0035067; GO:0043009; GO:0045717; GO:0045893; GO:0045944; GO:0051865; GO:0070063; GO:0070531; GO:0071158; GO:0085020","cell cycle [GO:0007049]; chordate embryonic development [GO:0043009]; dosage compensation by inactivation of X chromosome [GO:0009048]; double-strand break repair via homologous recombination [GO:0000724]; fatty acid biosynthetic process [GO:0006633]; negative regulation of fatty acid biosynthetic process [GO:0045717]; negative regulation of histone acetylation [GO:0035067]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of histone acetylation [GO:0035066]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autoubiquitination [GO:0051865]; protein K6-linked ubiquitination [GO:0085020]; regulation of transcription by RNA polymerase II [GO:0006357]","BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; transcription coactivator activity [GO:0003713]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
